Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,from Open,Gap,Volume
ZUO,2020-06-05,"Zuora, Inc.",Technology,Software - Infrastructure,USA,1.38B,-,12.75,0.55%,2640984,1.38B,-,-,-,5.00,8.79,8.03,-,5.80%,63.00%,-,-,-,12.75,0.55%,2640984,1.38B,113.18M,80.66M,0.20%,-21.67%,59.10%,-3.46%,4.31%,1.76,1.97M,12.75,0.55%,2640984,6.16%,21.89%,10.97%,-17.85%,-12.49%,-11.03%,9.02%,7.10%,2.50,1.97M,1.34,12.75,0.55%,2640984,1.38B,-,-24.30%,-49.10%,-49.10%,1.60,1.60,0.04,0.06,51.40%,-31.10%,-30.20%,Jun 03/a,12.75,0.55%,2640984,-,0.86,10.96%,24.68%,-4.08%,-23.86%,105.31%,68.37,12.75,0.55%,-0.62%,1.18%,2640984
ZVO,2020-06-05,Zovio Inc,Consumer Defensive,Education & Training Services,USA,91.08M,-,2.99,-1.32%,257682,91.08M,-,8.54,-,0.22,0.86,1.43,-,121.30%,250.00%,-61.40%,15.00%,-8.10%,2.99,-1.32%,257682,91.08M,30.34M,29.68M,3.60%,0.00%,66.70%,-4.08%,0.29%,0.42,201.79K,2.99,-1.32%,257682,6.79%,65.19%,88.05%,34.68%,-26.54%,45.15%,6.45%,12.08%,1.00,201.79K,1.28,2.99,-1.32%,257682,91.08M,-,-17.10%,-41.50%,-56.40%,1.30,1.30,0.00,0.00,49.70%,-14.70%,-11.40%,Apr 29/a,2.99,-1.32%,257682,1.59,0.3,15.18%,49.10%,53.53%,-29.65%,176.85%,64.73,2.99,-1.32%,2.40%,-3.63%,257682
ZYME,2020-06-05,Zymeworks Inc.,Healthcare,Biotechnology,Canada,1.63B,-,36.6,1.16%,767830,1.63B,-,-,-,63.11,3.41,3.35,-,-204.40%,-9.10%,-48.20%,49.52%,77.60%,36.6,1.16%,767830,1.63B,48.69M,37.38M,0.70%,2.65%,75.20%,28.75%,2.85%,2.29,465.64K,36.6,1.16%,767830,-3.99%,-0.54%,-3.99%,-16.99%,83.09%,-19.49%,6.06%,6.67%,1.50,465.64K,1.65,36.6,1.16%,767830,1.63B,-,-35.80%,-46.20%,-61.30%,6.90,6.90,0.00,0.00,-,-,-,Mar 11/b,36.6,1.16%,767830,-,2.32,-1.33%,0.19%,0.49%,-30.62%,107.95%,48.48,36.6,1.16%,0.14%,1.02%,767830
ZYNE,2020-06-05,"Zynerba Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,138.33M,-,5.41,-0.92%,1053002,138.33M,-,-,-,-,1.91,2.28,-,42.60%,13.70%,-17.80%,-,-,5.41,-0.92%,1053002,138.33M,23.40M,22.05M,12.32%,0.00%,38.30%,-13.69%,26.11%,7.07,814.59K,5.41,-0.92%,1053002,2.85%,41.99%,34.58%,-9.38%,-50.09%,-10.43%,6.69%,11.39%,1.90,814.59K,1.29,5.41,-0.92%,1053002,138.33M,-,-40.80%,-46.30%,-,7.30,7.30,0.00,0.00,-,-,-,Mar 09,5.41,-0.92%,1053002,3.13,0.48,7.44%,25.28%,-11.47%,-65.54%,112.16%,58.94,5.41,-0.92%,-2.17%,1.28%,1053002
ZYXI,2020-06-05,"Zynex, Inc.",Healthcare,Medical Devices,USA,694.12M,72.40,21.43,10.24%,1147793,694.12M,72.40,27.54,-,13.48,30.18,47.54,144.61,-0.40%,94.50%,27.80%,-,32.50%,21.43,10.24%,1147793,694.12M,32.91M,16.59M,7.60%,-,20.50%,2.60%,19.89%,4.96,665.21K,21.43,10.24%,1147793,10.46%,19.92%,51.24%,106.06%,153.31%,172.30%,7.96%,10.22%,1.70,665.21K,1.73,21.43,10.24%,1147793,694.12M,-,37.30%,54.60%,43.50%,4.40,3.80,0.00,0.01,79.70%,21.90%,19.60%,Apr 28/a,21.43,10.24%,1147793,1.10,1.96,10.06%,35.22%,87.00%,-5.80%,200.98%,64.45,21.43,10.24%,10.41%,-0.15%,1147793
AAOI,2020-06-05,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,204.59M,-,9.98,1.73%,1014125,204.59M,-,-,-,1.15,0.78,-,-,-3.50%,92.10%,-68.80%,13.00%,7.90%,9.98,1.73%,1014125,204.59M,20.21M,18.87M,6.60%,-2.97%,60.40%,-0.82%,34.81%,8.55,768.02K,9.98,1.73%,1014125,13.02%,-7.42%,13.54%,-3.95%,7.31%,-15.99%,4.84%,5.61%,3.10,768.02K,1.32,9.98,1.73%,1014125,204.59M,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,9.98,1.73%,1014125,1.98,0.59,9.26%,13.00%,-2.18%,-37.55%,99.60%,61.1,9.98,1.73%,-0.20%,1.94%,1014125
AAU,2020-06-05,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,55.29M,-,0.48,2.13%,260123,55.29M,-,-,-,-,1.07,30.72,-,-3.20%,-,31.70%,-,-,0.48,2.13%,260123,55.29M,112.03M,111.70M,7.20%,0.00%,5.90%,49.49%,1.22%,3.38,402.30K,0.48,2.13%,260123,1.18%,17.07%,30.29%,-9.43%,3.18%,-18.51%,5.57%,7.57%,-,402.30K,0.65,0.48,2.13%,260123,55.29M,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.05,-,-,-,Apr 09/a,0.48,2.13%,260123,1.08,0.03,7.04%,21.99%,-5.17%,-41.46%,126.31%,59.48,0.48,2.13%,4.35%,-2.13%,260123
ABEO,2020-06-05,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,239.24M,-,2.92,0.69%,770834,239.24M,-,-,-,-,2.04,2.06,-,-27.10%,11.60%,37.00%,-,-,2.92,0.69%,770834,239.24M,92.64M,67.30M,1.60%,17.32%,54.40%,-16.59%,6.08%,3.21,1.28M,2.92,0.69%,770834,-11.78%,20.16%,7.35%,-2.34%,-44.80%,-10.70%,6.27%,9.63%,2.10,1.28M,0.6,2.92,0.69%,770834,239.24M,-,-60.50%,-82.40%,-,3.20,3.20,0.00,0.00,-,-,-,Mar 23/a,2.92,0.69%,770834,1.60,0.24,-5.13%,11.03%,7.65%,-48.23%,116.30%,49.67,2.92,0.69%,-2.67%,3.45%,770834
ABUS,2020-06-05,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,140.75M,-,2.05,0.49%,1224096,140.75M,-,-,-,20.70,-,1.66,-,-137.80%,-8.40%,-9.90%,-,-16.70%,2.05,0.49%,1224096,140.75M,67.68M,44.46M,30.16%,0.00%,38.70%,9.91%,0.97%,0.37,1.15M,2.05,0.49%,1224096,-5.53%,44.37%,-30.98%,-9.29%,25.77%,-26.26%,9.13%,13.00%,1.90,1.15M,1.06,2.05,0.49%,1224096,140.75M,-,-120.30%,416.80%,203.20%,21.90,21.90,-,-,-,-,-,May 11/b,2.05,0.49%,1224096,2.83,0.21,3.02%,34.74%,6.75%,-43.99%,149.57%,60.56,2.05,0.49%,0.99%,-0.49%,1224096
ACOR,2020-06-05,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,37.36M,-,0.76,0.97%,2127433,37.36M,-,-,-,0.21,0.12,0.45,-,9.30%,-20.50%,16.45%,29.00%,-13.70%,0.76,0.97%,2127433,37.36M,47.70M,47.27M,1.60%,0.00%,-,-13.32%,21.95%,6.44,1.61M,0.76,0.97%,2127433,1.30%,-11.95%,-35.27%,-58.62%,-90.56%,-62.88%,6.10%,7.83%,3.10,1.61M,1.32,0.76,0.97%,2127433,37.36M,-,-25.50%,-64.20%,-48.20%,2.40,2.00,0.72,0.72,83.10%,-,-,May 05/a,0.76,0.97%,2127433,1.55,0.06,-2.04%,-16.78%,-59.38%,-91.87%,8.17%,42.95,0.76,0.97%,-1.14%,2.13%,2127433
ACRS,2020-06-05,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,56.90M,-,1.43,1.42%,406882,56.90M,-,-,-,12.93,1.02,0.72,-,-10.10%,13.70%,-57.10%,-,-,1.43,1.42%,406882,56.90M,41.62M,37.68M,3.40%,0.00%,83.00%,4.55%,5.19%,6.96,281.16K,1.43,1.42%,406882,1.42%,13.49%,28.83%,-15.88%,-68.22%,-24.34%,9.27%,8.79%,1.60,281.16K,1.45,1.43,1.42%,406882,56.90M,-,-,-,-158.70%,4.00,-,0.18,0.19,5.80%,-,-,May 26/a,1.43,1.42%,406882,1.13,0.12,6.38%,15.22%,2.18%,-73.37%,104.29%,59.24,1.43,1.42%,0.70%,0.71%,406882
ACRX,2020-06-05,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,126.32M,-,1.45,9.02%,1997839,126.32M,-,-,-,52.64,-,2.40,-,16.70%,44.20%,2.60%,-,-15.20%,1.45,9.02%,1997839,126.32M,80.06M,79.26M,1.90%,0.00%,24.00%,0.85%,14.39%,9.82,1.16M,1.45,9.02%,1997839,4.32%,0.00%,1.40%,-21.20%,-41.53%,-31.28%,8.76%,8.01%,1.80,1.16M,1.72,1.45,9.02%,1997839,126.32M,-,-57.10%,154.80%,340.90%,3.70,3.50,-,-,-,-,-,May 11/a,1.45,9.02%,1997839,1.79,0.13,-0.70%,4.07%,-18.81%,-51.99%,106.73%,51.82,1.45,9.02%,7.41%,1.50%,1997839
ACTG,2020-06-05,Acacia Research Corporation,Industrials,Specialty Business Services,USA,179.82M,-,3.72,16.61%,4015530,179.82M,-,372.00,-,15.37,1.16,1.14,-,83.30%,-,23.90%,20.00%,-38.80%,3.72,16.61%,4015530,179.82M,49.88M,46.21M,0.30%,-3.00%,64.40%,-1.30%,1.72%,2.9,274.09K,3.72,16.61%,4015530,43.63%,55.65%,67.57%,29.17%,19.61%,39.85%,15.61%,7.68%,-,274.09K,14.65,3.72,16.61%,4015530,179.82M,-,-12.30%,-14.70%,-17.20%,15.20,15.20,0.00,0.00,65.60%,-,-,May 11/b,3.72,16.61%,4015530,0.54,0.23,48.90%,50.88%,43.76%,6.29%,112.57%,84.04,3.72,16.61%,0.54%,15.99%,4015530
ADMA,2020-06-05,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,223.27M,-,2.97,-4.03%,3291576,223.27M,-,-,-,6.20,2.27,2.21,-,38.90%,57.40%,13.30%,-,37.80%,2.97,-4.03%,3291576,223.27M,73.78M,58.37M,0.70%,-,62.50%,52.23%,16.58%,3.05,3.17M,2.97,-4.03%,3291576,-9.57%,-7.03%,-0.50%,-29.67%,-21.09%,-25.63%,8.49%,10.02%,1.70,3.17M,1.04,2.97,-4.03%,3291576,223.27M,-,-35.20%,-106.00%,-,11.90,8.10,1.00,1.00,-30.30%,-,-,May 06/a,2.97,-4.03%,3291576,2.00,0.28,6.97%,4.24%,-21.46%,-45.76%,105.17%,52.08,2.97,-4.03%,-4.65%,0.65%,3291576
ADMP,2020-06-05,Adamis Pharmaceuticals Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,38.94M,-,0.53,3.59%,1156061,38.94M,-,-,-,1.78,1.07,3.71,-,44.90%,50.00%,9.10%,-,-,0.53,3.59%,1156061,38.94M,66.50M,72.93M,1.80%,-8.78%,15.70%,143.24%,2.76%,1.37,1.47M,0.53,3.59%,1156061,8.15%,16.14%,3.86%,-6.47%,-58.01%,-23.86%,5.70%,10.35%,3.00,1.47M,0.79,0.53,3.59%,1156061,38.94M,-,-63.60%,-85.60%,-76.90%,1.40,1.20,0.00,0.06,28.90%,-,-,May 18/a,0.53,3.59%,1156061,1.98,0.05,4.44%,21.20%,-15.65%,-66.03%,97.52%,59.33,0.53,3.59%,1.58%,1.98%,1156061
ADMS,2020-06-05,"Adamas Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,84.87M,-,2.98,12.88%,1715043,84.87M,-,-,-,1.48,-,0.74,-,22.00%,33.50%,-52.90%,46.30%,-0.40%,2.98,12.88%,1715043,84.87M,28.03M,27.37M,1.40%,-0.32%,76.40%,-3.21%,4.28%,3.27,358.37K,2.98,12.88%,1715043,7.97%,-10.51%,-23.39%,-53.44%,-35.91%,-21.37%,7.64%,8.01%,2.20,358.37K,4.79,2.98,12.88%,1715043,84.87M,-,-53.70%,-806.50%,-72.70%,5.60,5.40,-,-,95.40%,-,-,May 07/a,2.98,12.88%,1715043,1.69,0.22,6.33%,0.13%,-33.94%,-61.70%,56.84%,55.2,2.98,12.88%,-0.67%,13.64%,1715043
ADRO,2020-06-05,"Aduro Biotech, Inc.",Healthcare,Biotechnology,USA,183.72M,-,2.28,-3.39%,1066510,183.72M,-,-,-,6.73,3.08,0.91,-,15.00%,9.50%,-30.40%,9.00%,5.20%,2.28,-3.39%,1066510,183.72M,80.76M,56.72M,1.10%,-9.21%,53.40%,20.12%,4.84%,4.48,611.69K,2.28,-3.39%,1066510,-30.28%,-23.75%,-29.19%,91.60%,31.79%,93.22%,13.35%,10.11%,2.20,611.69K,1.74,2.28,-3.39%,1066510,183.72M,-,-21.70%,-86.30%,-133.70%,9.10,9.10,0.00,0.00,-,-,-,Mar 04,2.28,-3.39%,1066510,0.33,0.29,-23.64%,-21.60%,18.70%,-43.56%,153.02%,34.61,2.28,-3.39%,-5.00%,1.69%,1066510
AEZS,2020-06-05,Aeterna Zentaris Inc.,Healthcare,Biotechnology,USA,26.77M,-,1.15,-1.71%,158639,26.77M,-,-,-,16.73,14.37,2.91,-,-240.50%,-,58.80%,-,117.20%,1.15,-1.71%,158639,26.77M,21.52M,23.28M,0.60%,0.00%,21.40%,4.62%,0.32%,0.19,396.21K,1.15,-1.71%,158639,-0.86%,13.86%,49.35%,31.67%,-53.25%,26.37%,5.14%,9.51%,-,396.21K,0.4,1.15,-1.71%,158639,26.77M,-,-1.70%,23.50%,628.40%,3.50,3.30,0.06,0.18,19.70%,-,-22.20%,-,1.15,-1.71%,158639,1.98,0.09,7.79%,34.30%,10.97%,-63.02%,190.22%,64.73,1.15,-1.71%,-3.36%,1.71%,158639
AFH,2020-06-05,"Atlas Financial Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,4.86M,-,0.39,4.73%,412724,4.86M,-,0.60,-,0.03,1.08,0.09,-,-184.30%,0.00%,-63.90%,-,24.50%,0.39,4.73%,412724,4.86M,11.96M,10.83M,6.00%,0.00%,15.30%,-5.97%,0.22%,0.1,240.57K,0.39,4.73%,412724,10.39%,-2.06%,-29.27%,-27.81%,-39.19%,-9.68%,11.25%,10.86%,3.00,240.57K,1.72,0.39,4.73%,412724,4.86M,-,-22.50%,-,-260.50%,-,-,5.55,5.55,-,-47.70%,-54.80%,-,0.39,4.73%,412724,1.30,0.05,-2.03%,1.65%,-16.74%,-64.24%,27.80%,52.07,0.39,4.73%,0.21%,4.51%,412724
AFI,2020-06-05,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,USA,79.31M,-,3.67,5.46%,271800,79.31M,-,-,-,0.13,0.30,2.93,-,-290.50%,49.30%,-59.60%,47.60%,-12.50%,3.67,5.46%,271800,79.31M,21.91M,21.06M,2.60%,284.03%,91.50%,-4.10%,3.14%,2.58,256.15K,3.67,5.46%,271800,7.31%,86.29%,92.15%,-8.25%,-66.67%,-14.05%,10.89%,13.25%,3.00,256.15K,1.06,3.67,5.46%,271800,79.31M,-,-,-,-20.20%,1.80,0.70,0.16,0.16,13.90%,-,-,May 07/b,3.67,5.46%,271800,2.88,0.35,26.07%,68.55%,-8.59%,-68.44%,227.68%,68.82,3.67,5.46%,0.55%,4.89%,271800
AFMD,2020-06-05,Affimed N.V.,Healthcare,Biotechnology,Germany,251.64M,-,3.48,5.14%,1422685,251.64M,-,-,-,10.62,5.70,2.18,-,-56.50%,36.00%,-,-,44.60%,3.48,5.14%,1422685,251.64M,69.66M,65.91M,7.50%,0.00%,53.00%,-10.33%,3.53%,1.92,1.21M,3.48,5.14%,1422685,5.78%,57.47%,55.36%,49.36%,33.85%,27.01%,9.33%,9.50%,1.60,1.21M,1.17,3.48,5.14%,1422685,251.64M,-,-31.80%,-94.90%,-77.30%,3.00,3.00,0.01,0.08,-,-,-,Apr 28/b,3.48,5.14%,1422685,2.72,0.26,25.63%,51.50%,35.30%,-6.95%,145.07%,76.34,3.48,5.14%,3.88%,1.21%,1422685
AGFS,2020-06-05,"AgroFresh Solutions, Inc.",Consumer Defensive,Farm Products,USA,165.22M,-,3.21,4.90%,295868,165.22M,-,-,-,1.01,0.52,5.84,16.36,-103.50%,37.80%,-32.80%,15.00%,-1.20%,3.21,4.90%,295868,165.22M,50.53M,49.83M,2.60%,0.00%,71.60%,-1.02%,2.26%,5.99,188.32K,3.21,4.90%,295868,20.68%,66.32%,53.59%,36.60%,47.93%,24.42%,10.95%,15.90%,2.00,188.32K,1.57,3.21,4.90%,295868,165.22M,-,-6.30%,-15.90%,-3.10%,2.60,2.10,1.27,1.29,74.30%,-24.10%,-31.60%,May 11/a,3.21,4.90%,295868,1.17,0.34,17.65%,49.63%,46.46%,-23.57%,221.00%,64.95,3.21,4.90%,4.90%,0.00%,295868
AGRX,2020-06-05,"Agile Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,257.38M,-,2.87,0.70%,1618342,257.38M,-,-,-,-,2.43,2.74,-,34.70%,54.40%,23.20%,-,-,2.87,0.70%,1618342,257.38M,76.65M,71.18M,0.50%,-,44.40%,16.27%,4.27%,1.26,2.41M,2.87,0.70%,1618342,1.77%,16.67%,12.11%,42.79%,158.54%,14.80%,6.26%,7.86%,1.50,2.41M,0.67,2.87,0.70%,1618342,257.38M,-,-40.20%,-45.60%,-,33.70,33.70,0.17,0.00,-,-,-,May 05/a,2.87,0.70%,1618342,1.51,0.24,2.23%,17.07%,31.52%,-39.77%,720.00%,57.22,2.87,0.70%,-1.03%,1.75%,1618342
AGS,2020-06-05,"PlayAGS, Inc.",Consumer Cyclical,Gambling,USA,187.67M,-,5.28,7.98%,1547558,187.67M,-,-,-,0.66,1.67,4.30,3.50,43.60%,137.50%,17.00%,-,33.40%,5.28,7.98%,1547558,187.67M,35.54M,35.35M,0.80%,0.00%,90.20%,-9.41%,1.91%,0.69,985.73K,5.28,7.98%,1547558,1.34%,46.26%,-14.98%,-53.02%,-70.03%,-56.47%,6.66%,12.60%,2.00,985.73K,1.57,5.28,7.98%,1547558,187.67M,-,-3.40%,-20.60%,4.40%,3.00,2.10,4.87,4.92,71.30%,3.60%,-9.10%,May 07/a,5.28,7.98%,1547558,-,0.54,20.41%,48.62%,-38.08%,-75.54%,653.10%,66.8,5.28,7.98%,3.13%,4.70%,1547558
AGTC,2020-06-05,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,135.30M,-,5.22,2.35%,445884,135.30M,-,-,-,46.66,1.37,1.60,-,90.90%,22.90%,37.20%,-,105.80%,5.22,2.35%,445884,135.30M,22.27M,24.49M,0.93%,-25.15%,70.70%,57.29%,3.58%,3.54,247.52K,5.22,2.35%,445884,8.75%,29.53%,21.96%,72.85%,45.00%,15.49%,6.01%,7.97%,1.70,247.52K,1.8,5.22,2.35%,445884,135.30M,-,-46.00%,-57.50%,-5.60%,6.50,6.50,0.00,0.00,-,-,-,May 13/b,5.22,2.35%,445884,2.72,0.34,13.95%,29.20%,28.27%,-49.90%,127.95%,71.22,5.22,2.35%,2.76%,-0.39%,445884
AHC,2020-06-05,A.H. Belo Corporation,Communication Services,Publishing,USA,43.43M,4.35,1.88,10.59%,462852,43.43M,4.35,-,-,0.24,0.70,0.89,-,137.00%,-,-35.40%,-,-7.60%,1.88,10.59%,462852,43.43M,21.52M,18.26M,2.10%,126.57%,67.80%,-1.85%,0.19%,0.41,85.70K,1.88,10.59%,462852,21.29%,33.33%,-18.26%,-34.49%,-49.73%,-33.33%,8.33%,7.39%,-,85.70K,5.4,1.88,10.59%,462852,43.43M,8.51%,6.40%,16.80%,8.90%,2.40,2.30,0.00,0.00,91.00%,5.20%,5.10%,May 12/b,1.88,10.59%,462852,0.51,0.14,17.05%,21.88%,-30.38%,-51.55%,45.74%,66.56,1.88,10.59%,7.43%,2.94%,462852
AHT,2020-06-05,"Ashford Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,136.49M,-,1.08,19.56%,2793431,136.49M,-,-,-,0.10,0.55,0.57,-,10.00%,26.60%,-14.80%,5.00%,13.60%,1.08,19.56%,2793431,136.49M,100.47M,98.74M,4.60%,0.87%,52.20%,-5.57%,3.02%,2.24,1.33M,1.08,19.56%,2793431,56.52%,68.72%,-41.62%,-60.15%,-73.95%,-61.29%,12.17%,12.51%,3.00,1.33M,2.1,1.08,19.56%,2793431,136.49M,-,-4.30%,-71.10%,2.50%,-,-,20.83,20.83,29.40%,2.80%,-14.20%,-,1.08,19.56%,2793431,1.92,0.11,51.78%,50.95%,-49.23%,-76.32%,129.79%,68.68,1.08,19.56%,2.86%,16.24%,2793431
AI,2020-06-05,Arlington Asset Investment Corp.,Real Estate,REIT - Mortgage,USA,121.97M,-,3.22,13.78%,1690288,121.97M,-,9.47,-,40.66,0.60,1.36,19.06,109.80%,10.75%,-3.90%,-,8.00%,3.22,13.78%,1690288,121.97M,36.71M,36.04M,2.12%,0.00%,42.00%,-10.02%,2.82%,1.54,659.27K,3.22,13.78%,1690288,34.17%,25.78%,-42.70%,-44.96%,-52.30%,-42.19%,11.72%,9.05%,2.80,659.27K,2.56,3.22,13.78%,1690288,121.97M,-,-2.80%,-38.80%,0.30%,-,-,0.38,10.79,-,-,-,May 11/b,3.22,13.78%,1690288,1.76,0.25,31.11%,26.45%,-32.10%,-54.52%,130.00%,70.84,3.22,13.78%,3.54%,9.89%,1690288
AIRG,2020-06-05,"Airgain, Inc.",Technology,Communication Equipment,USA,88.63M,-,9.3,-0.43%,87280,88.63M,-,40.79,-,1.71,1.91,2.65,80.57,133.80%,1400.00%,-10.50%,18.00%,16.90%,9.3,-0.43%,87280,88.63M,9.69M,8.86M,5.90%,3.12%,55.70%,-1.58%,5.04%,7.72,57.86K,9.3,-0.43%,87280,2.99%,24.00%,18.77%,-5.97%,-31.67%,-13.00%,5.25%,6.47%,2.50,57.86K,1.51,9.3,-0.43%,87280,88.63M,-,-1.10%,-1.30%,0.50%,8.50,8.30,0.00,0.00,46.00%,-2.20%,-1.20%,May 07/a,9.3,-0.43%,87280,1.44,0.57,8.37%,19.44%,-2.29%,-39.81%,65.19%,63.8,9.3,-0.43%,-4.02%,3.75%,87280
AKRX,2020-06-05,"Akorn, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,24.50M,-,0.09,0.00%,0,24.50M,-,0.46,-,0.03,-,0.34,-,44.30%,333.33%,-35.65%,-,4.20%,0.09,0.00%,0,24.50M,127.65M,118.77M,1.80%,0.70%,73.20%,3.33%,10.04%,0.86,13.85M,0.09,0.00%,0,-51.38%,-62.50%,-92.24%,-97.55%,-97.69%,-94.00%,38.15%,21.79%,3.00,13.85M,2.44,0.09,0.00%,0,24.50M,-,-31.30%,-203.60%,-11.80%,0.50,0.30,-,-,40.70%,-51.20%,-55.60%,Mar 05/b,0.09,0.00%,0,1.10,0.05,-62.05%,-69.56%,-95.81%,-98.35%,0.00%,27.63,0.09,0.00%,0.00%,0.00%,0
AKTS,2020-06-05,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,282.90M,-,7.83,2.35%,407346,282.90M,-,-,-,141.45,7.39,7.14,-,-2.30%,41.60%,-,-,-,7.83,2.35%,407346,282.90M,36.26M,31.15M,13.90%,-,43.10%,2.51%,21.67%,8.62,783.41K,7.83,2.35%,407346,5.95%,-9.69%,27.73%,-0.38%,15.66%,-2.13%,5.46%,6.57%,1.90,783.41K,0.52,7.83,2.35%,407346,282.90M,-,-57.20%,-99.50%,-62.40%,11.40,11.40,0.52,0.52,22.70%,-,-,-,7.83,2.35%,407346,1.48,0.53,-1.14%,6.98%,4.77%,-15.90%,108.24%,53.54,7.83,2.35%,1.42%,0.92%,407346
ALDX,2020-06-05,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,138.04M,-,4.83,4.21%,1586397,138.04M,-,-,-,-,3.24,2.25,-,-25.10%,0.00%,2.20%,-,-,4.83,4.21%,1586397,138.04M,29.21M,25.52M,4.90%,4.48%,62.70%,-4.80%,2.64%,0.97,693.98K,4.83,4.21%,1586397,-1.83%,64.85%,37.22%,1.26%,-28.02%,-16.87%,9.62%,13.43%,1.50,693.98K,2.29,4.83,4.21%,1586397,138.04M,-,-76.00%,-105.00%,-,12.80,12.80,0.34,0.00,-,-,-,May 07/b,4.83,4.21%,1586397,2.07,0.52,17.87%,50.39%,1.72%,-40.00%,226.35%,65.84,4.83,4.21%,-3.01%,7.44%,1586397
ALSK,2020-06-05,"Alaska Communications Systems Group, Inc.",Communication Services,Telecom Services,USA,140.85M,20.31,2.66,0.76%,358977,140.85M,20.31,-,-,0.60,0.84,4.15,7.70,-41.60%,-,29.30%,-,-6.00%,2.66,0.76%,358977,140.85M,53.19M,45.08M,4.30%,0.66%,44.90%,4.02%,0.08%,0.15,223.14K,2.66,0.76%,358977,1.92%,31.03%,39.44%,62.13%,65.99%,57.55%,3.51%,5.91%,-,223.14K,1.61,2.66,0.76%,358977,140.85M,-,1.30%,4.20%,4.70%,1.50,1.30,0.99,1.03,54.00%,9.40%,3.00%,Mar 18/a,2.66,0.76%,358977,1.08,0.12,9.41%,28.46%,46.98%,-3.27%,93.66%,72.18,2.66,0.76%,-0.37%,1.14%,358977
ALT,2020-06-05,"Altimmune, Inc.",Healthcare,Biotechnology,USA,103.50M,-,7.56,0.13%,1596110,103.50M,-,-,-,20.29,2.73,3.15,-,89.50%,7.80%,50.20%,-,-10.70%,7.56,0.13%,1596110,103.50M,15.11M,12.90M,13.00%,163.24%,10.60%,28.63%,14.40%,0.68,2.73M,7.56,0.13%,1596110,-18.53%,143.87%,98.95%,253.27%,225.86%,300.00%,13.47%,16.90%,-,2.73M,0.59,7.56,0.13%,1596110,103.50M,-,-39.40%,-46.20%,-47.00%,6.60,6.60,0.00,0.00,-,-,-,May 14/b,7.56,0.13%,1596110,1.38,0.98,23.79%,74.35%,189.49%,-29.21%,400.66%,63.23,7.56,0.13%,2.02%,-1.85%,1596110
AMPE,2020-06-05,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,86.74M,-,0.52,4.62%,1432759,86.74M,-,-,-,-,51.83,-,-,-122.50%,0.00%,29.60%,-,-,0.52,4.62%,1432759,86.74M,159.05M,150.60M,0.40%,0.00%,12.50%,6.89%,8.14%,6.94,1.77M,0.52,4.62%,1432759,-3.39%,-8.62%,-11.37%,22.82%,-8.65%,-11.10%,6.10%,7.58%,2.00,1.77M,0.81,0.52,4.62%,1432759,86.74M,-,-87.10%,-219.50%,-,0.80,0.80,0.00,0.00,-,-,-,-,0.52,4.62%,1432759,1.77,0.04,-7.48%,-3.69%,-0.44%,-60.44%,99.35%,46.1,0.52,4.62%,3.66%,0.93%,1432759
