Ticker,Company,Sector,Industry,Country
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Japan
TAL,TAL Education Group,Consumer Defensive,Education & Training Services,China
TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA
TAN,Invesco Solar ETF,Financial,Exchange Traded Fund,USA
TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China
TAOP,Taoping Inc.,Technology,Software - Infrastructure,China
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA
TAP-A,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA
TARA,"ArTara Therapeutics, Inc.",Healthcare,Biotechnology,USA
TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel
TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA
TAT,TransAtlantic Petroleum Ltd.,Energy,Oil & Gas E&P,USA
TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,Israel
TAWK,Direxion Daily Communication Services Index Bull 3X Shares,Financial,Exchange Traded Fund,USA
TAXF,American Century Diversified Municipal Bond ETF,Financial,Exchange Traded Fund,USA
TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,USA
TBB,AT&T Inc. 5.35% GLB NTS 66,Financial,Exchange Traded Fund,USA
TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA
TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA
TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,USA
TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA
TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,USA
TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA
TBLU,Tortoise Global Water ESG Fund,Financial,Exchange Traded Fund,USA
TBND,Tactical Income ETF,Financial,Exchange Traded Fund,USA
TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands
TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA
TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA
TC,TuanChe Limited,Communication Services,Internet Content & Information,China
TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA
TCBK,TriCo Bancshares,Financial,Banks - Regional,USA
TCCO,Technical Communications Corporation,Technology,Communication Equipment,USA
TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
TCF,TCF Financial Corporation,Financial,Banks - Regional,USA
TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA
TCI,"Transcontinental Realty Investors, Inc.",Real Estate,REIT - Diversified,USA
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA
TCO,"Taubman Centers, Inc.",Real Estate,REIT - Retail,USA
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China
TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
TCP,"TC PipeLines, LP",Energy,Oil & Gas Midstream,USA
TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA
TCRD,"THL Credit, Inc.",Financial,Asset Management,USA
TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA
TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA
TCTL,Premise Capital Diversified Tactical ETF,Financial,Exchange Traded Fund,USA
TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada
TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada
TDC,Teradata Corporation,Technology,Information Technology Services,USA
TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA
TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA
TDV,ProShares S&P Technology Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,USA
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA
TEAF,Tortoise Essential Assets Income Term Fund,Financial,Asset Management,USA
TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia
TECB,iShares U.S. Tech Breakthrough Multisector ETF,Financial,Exchange Traded Fund,USA
TECD,Tech Data Corporation,Technology,Electronics & Computer Distribution,USA
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA
TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada
TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA
TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA
TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China
TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain
TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA
TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland
TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA
TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA
TEN,Tenneco Inc.,Consumer Cyclical,Auto Parts,USA
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA
TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA
TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,Argentina
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA
TERM,EquityCompass Tactical Risk Manager ETF,Financial,Exchange Traded Fund,USA
TERP,"TerraForm Power, Inc.",Utilities,Utilities - Independent Power Producers,USA
TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA
TEUM,Pareteum Corporation,Communication Services,Telecom Services,USA
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel
TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA
TFC,Truist Financial Corporation,Financial,Banks - Regional,USA
TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,Financial,Exchange Traded Fund,USA
TFII,TFI International Inc.,Industrials,Trucking,Canada
TFIV,Global X TargetIncome 5 ETF,Financial,Exchange Traded Fund,USA
TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA
TFLT,Global X TargetIncome Plus 2 ETF,Financial,Exchange Traded Fund,USA
TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA
TG,Tredegar Corporation,Basic Materials,Specialty Chemicals,USA
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada
TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada
TGC,"Tengasco, Inc.",Energy,Oil & Gas E&P,USA
TGEN,Tecogen Inc.,Industrials,Building Products & Equipment,USA
TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda
TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA
TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia
TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA
TGP,Teekay LNG Partners L.P.,Energy,Oil & Gas Midstream,Bermuda
TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Midstream,Argentina
TGT,Target Corporation,Consumer Defensive,Discount Stores,USA
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA
TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA
THBR,"Thunder Bridge Acquisition II, Ltd.",Financial,Shell Companies,USA
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA
THCA,Tuscan Holdings Corp. II,Financial,Shell Companies,USA
THCB,Tuscan Holdings Corp.,Financial,Shell Companies,USA
THCX,The Cannabis ETF,Financial,Exchange Traded Fund,USA
THD,iShares MSCI Thailand Capped ETF,Financial,Exchange Traded Fund,USA
THFF,First Financial Corporation,Financial,Banks - Regional,USA
THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA
THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada
THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA
THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA
THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA
THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,USA
THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA
THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA
THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA
TIF,Tiffany & Co.,Consumer Cyclical,Luxury Goods,USA
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg
TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China
TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA
TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA
TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA
TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA
TIPZ,PIMCO Broad U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA
TISI,"Team, Inc.",Industrials,Specialty Business Services,USA
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,USA
TIVO,TiVo Corporation,Technology,Software - Application,USA
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA
TK,Teekay Corporation,Energy,Oil & Gas Integrated,Canada
TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,Hong Kong
TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey
TKR,The Timken Company,Industrials,Tools & Accessories,USA
TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan
TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA
TLEH,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA
TLF,"Tandy Leather Factory, Inc.",Consumer Cyclical,Specialty Retail,USA
TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
TLH,iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA
TLI,Western Asset Corporate Loan Fund Inc.,Financial,Closed-End Fund - Debt,USA
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia
TLND,Talend S.A.,Technology,Software - Infrastructure,France
TLRD,"Tailored Brands, Inc.",Consumer Cyclical,Apparel Retail,USA
TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Canada
TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom
TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA
TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA
TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA
TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,USA
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan
TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada
TMDV,ProShares Russell US Dividend Growers ETF,Financial,Exchange Traded Fund,USA
TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA
TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China
TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA
TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA
TMP,Tompkins Financial Corporation,Financial,Banks - Regional,USA
TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada
TMST,TimkenSteel Corporation,Basic Materials,Steel,USA
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA
TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA
TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA
TNAV,"Telenav, Inc.",Technology,Software - Application,USA
TNC,Tennant Company,Industrials,Specialty Industrial Machinery,USA
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA
TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA
TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Canada
TNP,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece
TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA
TOCA,Tocagen Inc.,Healthcare,Biotechnology,USA
TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA
TOKE,Cambria Cannabis ETF,Financial,Exchange Traded Fund,USA
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA
TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece
TORC,"resTORbio, Inc.",Healthcare,Biotechnology,USA
TOT,TOTAL S.A.,Energy,Oil & Gas Integrated,France
TOTA,Tottenham Acquisition I Limited,Financial,Shell Companies,Hong Kong
TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA
TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China
TOWN,TowneBank,Financial,Banks - Regional,USA
TPAY,Tortoise Digital Payments Infrastructure Fund,Financial,Exchange Traded Fund,USA
TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,USA
TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,USA
TPCO,Tribune Publishing Company,Communication Services,Publishing,USA
TPH,"TRI Pointe Group, Inc.",Consumer Cyclical,Residential Construction,USA
TPHD,Timothy Plan High Dividend Stock ETF,Financial,Exchange Traded Fund,USA
TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Diversified,USA
TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA
TPIF,Timothy Plan International ETF,Financial,Exchange Traded Fund,USA
TPL,Texas Pacific Land Trust,Energy,Oil & Gas E&P,USA
TPLC,Timothy Plan US Large/Mid Cap Core ETF,Financial,Exchange Traded Fund,USA
TPOR,Direxion Daily Transportation Bull 3X Shares,Financial,Exchange Traded Fund,USA
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA
TPRE,Third Point Reinsurance Ltd.,Financial,Insurance - Reinsurance,Bermuda
TPSC,Timothy Plan US Small Cap Core ETF,Financial,Exchange Traded Fund,USA
TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA
TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA
TPVY,TriplePoint Venture Growth BDC Corp.,Financial,Exchange Traded Fund,USA
TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
TPYP,Tortoise North American Pipeline Fund,Financial,Exchange Traded Fund,USA
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",Financial,Asset Management,USA
TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA
TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas E&P,USA
TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA
TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA
TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA
TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA
TRI,Thomson Reuters Corporation,Industrials,Consulting Services,Canada
TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,Ireland
TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada
TRIP,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA
TRMD,TORM plc,Energy,Oil & Gas Midstream,United Kingdom
TRMK,Trustmark Corporation,Financial,Banks - Regional,USA
TRMT,Tremont Mortgage Trust,Real Estate,REIT - Mortgage,USA
TRN,"Trinity Industries, Inc.",Industrials,Railroads,USA
TRND,Pacer Trendpilot Fund of Funds ETF,Financial,Exchange Traded Fund,USA
TRNE,Trine Acquisition Corp.,Financial,Shell Companies,USA
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA
TRNS,"Transcat, Inc.",Industrials,Industrial Distribution,USA
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA
TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada
TRPX,Therapix Biosciences Ltd.,Healthcare,Biotechnology,Israel
TRQ,Turquoise Hill Resources Ltd.,Basic Materials,Copper,Canada
TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA
TRST,TrustCo Bank Corp NY,Financial,Banks - Regional,USA
TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials,USA
TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA
TRTY,Cambria Trinity ETF,Financial,Exchange Traded Fund,USA
TRU,TransUnion,Industrials,Consulting Services,USA
TRUE,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA
TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,USA
TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA
TRVG,trivago N.V.,Communication Services,Internet Content & Information,Germany
TRVI,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,USA
TRVN,"Trevena, Inc.",Healthcare,Biotechnology,USA
TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Cyclical,Resorts & Casinos,USA
TRX,Tanzanian Gold Corporation,Basic Materials,Gold,Canada
TRXC,"TransEnterix, Inc.",Healthcare,Medical Devices,USA
TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg
TSBK,"Timberland Bancorp, Inc.",Financial,Banks - Regional,USA
TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,USA
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA
TSE,Trinseo S.A.,Basic Materials,Specialty Chemicals,USA
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel
TSI,"TCW Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA
TSLX,"TPG Specialty Lending, Inc.",Financial,Asset Management,USA
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA
TSQ,"Townsquare Media, Inc.",Communication Services,Advertising Agencies,USA
TSRI,"TSR, Inc.",Technology,Software - Application,USA
TSU,TIM Participacoes S.A.,Communication Services,Telecom Services,Brazil
TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland
TTAC,TrimTabs All Cap U.S. Free-Cash-Flow ETF,Financial,Exchange Traded Fund,USA
TTAI,TrimTabs All Cap International Free-Cash-Flow ETF,Financial,Exchange Traded Fund,USA
TTC,The Toro Company,Industrials,Tools & Accessories,USA
TTD,"The Trade Desk, Inc.",Technology,Software - Application,USA
TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services,USA
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA
TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,USA
TTI,"TETRA Technologies, Inc.",Energy,Oil & Gas Equipment & Services,USA
TTM,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,India
TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,USA
TTNP,"Titan Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
TTOO,"T2 Biosystems, Inc.",Healthcare,Diagnostics & Research,USA
TTP,"Tortoise Pipeline & Energy Fund, Inc.",Financial,Asset Management,USA
TTPH,"Tetraphase Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
TTT,ProShares UltraPro Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA
TTTN,TigerShares UP Fintech China-U.S. Internet Titans ETF,Financial,Exchange Traded Fund,USA
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
TU,TELUS Corporation,Communication Services,Telecom Services,Canada
TUES,Tuesday Morning Corporation,Consumer Defensive,Discount Stores,USA
TUFN,Tufin Software Technologies Ltd.,Technology,Software - Infrastructure,Israel
TUP,Tupperware Brands Corporation,Consumer Cyclical,Packaging & Containers,USA
TUR,iShares MSCI Turkey ETF,Financial,Exchange Traded Fund,USA
TURN,180 Degree Capital Corp.,Financial,Asset Management,USA
TUSA,First Trust Total US Market AlphaDEX ETF,Financial,Exchange Traded Fund,USA
TUSK,"Mammoth Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA
TV,"Grupo Televisa, S.A.B.",Communication Services,Broadcasting,Mexico
TVE,Tennessee Valley Authority PARRS A 2029,Utilities,Utilities - Regulated Electric,USA
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,Financial,Exchange Traded Fund,USA
TVTY,"Tivity Health, Inc.",Healthcare,Medical Care Facilities,USA
TW,Tradeweb Markets Inc.,Financial,Capital Markets,USA
TWI,"Titan International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,USA
TWLO,Twilio Inc.,Communication Services,Internet Content & Information,USA
TWM,ProShares UltraShort Russell2000,Financial,Exchange Traded Fund,USA
TWMC,Trans World Entertainment Corporation,Consumer Cyclical,Specialty Retail,USA
TWN,"The Taiwan Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA
TWO,Two Harbors Investment Corp.,Real Estate,REIT - Mortgage,USA
TWOU,"2U, Inc.",Consumer Defensive,Education & Training Services,USA
TWST,Twist Bioscience Corporation,Healthcare,Diagnostics & Research,USA
TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information,USA
TX,Ternium S.A.,Basic Materials,Steel,Luxembourg
TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,USA
TXMD,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
TXN,Texas Instruments Incorporated,Technology,Semiconductors,USA
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,USA
TXT,Textron Inc.,Industrials,Aerospace & Defense,USA
TY,Tri-Continental Corporation,Financial,Closed-End Fund - Equity,USA
TYBS,Direxion Daily 20+ Year Treasury Bear 1X Shares,Financial,Exchange Traded Fund,USA
TYD,Direxion Daily 7-10 Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA
TYG,Tortoise Energy Infrastructure Corporation,Financial,Closed-End Fund - Equity,USA
TYHT,"Shineco, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,USA
TYME,"Tyme Technologies, Inc.",Healthcare,Biotechnology,USA
TYO,Direxion Daily 7-10 Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA
TZA,Direxion Daily Small Cap Bear 3X Shares,Financial,Exchange Traded Fund,USA
TZAC,Tenzing Acquisition Corp.,Financial,Shell Companies,USA
TZOO,Travelzoo,Consumer Cyclical,Travel Services,USA
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
UAE,iShares MSCI UAE ETF,Financial,Exchange Traded Fund,USA
UAG,UBS ETRACS CMCI Agriculture Total Return ETN,Financial,Exchange Traded Fund,USA
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USA
UAMY,United States Antimony Corporation,Basic Materials,Other Industrial Metals & Mining,USA
UAN,"CVR Partners, LP",Basic Materials,Agricultural Inputs,USA
UAPR,Innovator S&P 500 Ultra Buffer ETF - April New,Financial,Exchange Traded Fund,USA
UAUD,Citigroup ETNs linked VS Daily 4X Long AUD/USD,Financial,Exchange Traded Fund,USA
UAUG,Innovator S&P 500 Ultra Buffer ETF - August,Financial,Exchange Traded Fund,USA
UAVS,"AgEagle Aerial Systems, Inc.",Industrials,Aerospace & Defense,USA
UBA,Urstadt Biddle Properties Inc.,Real Estate,REIT - Retail,USA
UBCP,"United Bancorp, Inc.",Financial,Banks - Regional,USA
UBER,"Uber Technologies, Inc.",Technology,Software - Application,USA
UBFO,United Security Bancshares,Financial,Banks - Regional,USA
UBG,UBS ETRACS CMCI Gold Total Return ETN,Financial,Exchange Traded Fund,USA
UBOH,"United Bancshares, Inc.",Financial,Banks - Regional,USA
UBOT,Direxion Daily Robotics AI & Automation Index Bull 3X Shares,Financial,Exchange Traded Fund,USA
UBP,Urstadt Biddle Properties Inc.,Real Estate,REIT - Retail,USA
UBR,ProShares Ultra MSCI Brazil Capped,Financial,Exchange Traded Fund,USA
UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland
UBSI,"United Bankshares, Inc.",Financial,Banks - Regional,USA
UBT,ProShares Ultra 20+ Year Treasury,Financial,Exchange Traded Fund,USA
UBX,"Unity Biotechnology, Inc.",Healthcare,Biotechnology,USA
UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA
UCC,ProShares Ultra Consumer Services,Financial,Exchange Traded Fund,USA
UCHF,Citigroup ETNs linked VS Daily 4X Long CHF/USD,Financial,Exchange Traded Fund,USA
UCI,UBS ETRACS CMCI Total Return ETN,Financial,Exchange Traded Fund,USA
UCIB,UBS ETRACS UBS Bloomberg CMCI Total Return ETN Series B,Financial,Exchange Traded Fund,USA
UCO,ProShares Ultra Bloomberg Crude Oil,Financial,Exchange Traded Fund,USA
UCON,First Trust TCW Unconstrained Plus Bond ETF,Financial,Exchange Traded Fund,USA
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USA
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,Financial,Exchange Traded Fund,USA
UDN,Invesco DB US Dollar Index Bearish Fund,Financial,Exchange Traded Fund,USA
UDOW,ProShares UltraPro Dow30,Financial,Exchange Traded Fund,USA
UDR,"UDR, Inc.",Real Estate,REIT - Residential,USA
